foveola: {{en-noun|s|foveolae|foveolæ}}
ricebird: {{en-noun}}
riced: {{en-adj|-}}
ricer: {{en-noun}}
ricercar: {{en-noun}}
ricercare: {{en-noun|s|ricercari}}
rich: {{en-adj|er}}
rich: {{en-plural noun}}
rich: {{en-verb}}
richen: {{en-verb}}
richer: {{en-comparative of|rich}}
riches: {{en-plural noun}}
richest: {{en-superlative of|rich}}
richly: {{en-adv|er|more}}
richness: {{en-noun|-|+}}
richweed: {{en-noun}}
ricin: {{en-noun|-}}
ricing: {{en-noun|-}}
ricinus: {{en-noun}}
rick: {{en-noun}}
rick: {{en-verb}}
rick: {{en-verb}}
rick: {{en-noun}}
rick: {{en-noun}}
rick: {{en-verb}}
rick: {{en-verb}}
rick: {{en-noun}}
ricketier: {{en-comparative of|rickety}}
ricketiest: {{en-superlative of|rickety}}
rickets: {{en-noun|-}}
rickettsia: {{en-noun|s|rickettsiae}}
rickettsial: {{en-adj|-}}
rickety: {{en-adj|er}}
rickey: {{en-noun}}
rickrack: {{en-noun|~}}
ricksha: {{en-noun}}
rickshaw: {{en-noun}}
rickshaw: {{en-verb}}
ricochet: {{en-noun}}
ricochet: {{en-verb|pres_ptc2=ricochetting|past2=ricochetted}}
ricochet: {{en-noun}}
ricochet: {{en-verb|pres_ptc2=ricochetting|past2=ricochetted}}
ricotta: {{en-noun|~}}
ricrac: {{en-noun}}
rictal: {{en-adj}}
rictus: {{en-noun|rictus|+}}
rid: {{en-adj|-}}
rid: {{en-verb|rids|ridding|rid|past2=ridded|past_ptc2=ridded|past_ptc3=ridden|past_ptc3_qual=rare, nonstandard}}
rid: {{en-adj|-}}
rid: {{en-verb|rids|ridding|rid|past2=ridded|past_ptc2=ridded|past_ptc3=ridden|past_ptc3_qual=rare, nonstandard}}
ridable: {{en-adj}}
riddance: {{en-noun|~}}
ridden: {{en-adj}}
ridden: {{en-adj}}
ridder: {{en-noun}}
ridder: {{en-verb}}
ridder: {{en-noun}}
riddle: {{en-noun}}
riddle: {{en-verb}}
riddle: {{en-noun}}
riddle: {{en-verb}}
riddle: {{en-noun}}
riddle: {{en-verb}}
riddle: {{en-noun}}
riddle: {{en-verb}}
riddle: {{en-noun}}
riddle: {{en-verb}}
riddle: {{en-noun}}
riddle: {{en-verb}}
riddled: {{en-adj}}
riddled: {{en-adj}}
riddler: {{en-noun}}
riddler: {{en-noun}}
riddling: {{en-noun}}
ride: {{en-verb|rides|riding|rode|ridden|past2=rade|past2_qual=obsolete|past3=rid|past3_qual=obsolete|past_ptc2=rode|past_ptc2_qual=now colloquial and nonstandard}}
ride: {{en-noun}}
ride: {{en-verb|rides|riding|rode|ridden|past2=rade|past2_qual=obsolete|past3=rid|past3_qual=obsolete|past_ptc2=rode|past_ptc2_qual=now colloquial and nonstandard}}
ride: {{en-noun}}
rideable: {{en-adj}}
rideable: {{en-noun}}
rident: {{en-adj}}
rider: {{en-noun}}
rider: {{en-noun}}
riderless: {{en-adj|-}}
ridership: {{en-noun|~}}
ridge: {{en-noun}}
ridge: {{en-verb}}
ridge: {{en-noun}}
ridge: {{en-verb}}
ridged: {{en-adj}}
ridged: {{en-adj}}
ridgel: {{en-noun}}
ridgeline: {{en-noun}}
ridgeling: {{en-noun}}
ridgepole: {{en-noun}}
ridgier: {{en-comparative of|ridgy}}
ridgiest: {{en-superlative of|ridgy}}
ridgil: {{en-noun}}
ridging: {{en-noun}}
ridgling: {{en-noun}}
ridgy: {{en-adj|er}}
ridicule: {{en-verb}}
ridicule: {{en-noun|~}}
ridicule: {{en-adj}}
ridicule: {{en-noun}}
ridicule: {{en-verb}}
ridicule: {{en-noun|~}}
ridicule: {{en-adj}}
ridicule: {{en-noun}}
ridiculer: {{en-noun}}
ridiculing: {{en-adj}}
ridiculing: {{en-noun}}
ridiculous: {{en-adj}}
ridiculously: {{en-adv}}
ridiculousness: {{en-noun|~}}
riding: {{en-noun|~}}
riding: {{en-noun}}
riding: {{en-noun|~}}
riding: {{en-noun}}
riding: {{en-noun|~}}
riding: {{en-noun}}
ridley: {{en-noun}}
ridotto: {{en-noun|s|ridottoes|ridotti}}
riel: {{en-noun}}
riesling: {{en-noun}}
riever: {{en-noun}}
rif: {{en-verb}}
rifampicin: {{en-noun|~}}
rifampin: {{en-noun|~}}
rife: {{en-adj|er}}
rife: {{en-adv}}
rifely: {{en-adv}}
rifeness: {{en-noun|-}}
rifer: {{en-comparative of|rife}}
rifest: {{en-superlative of|rife}}
riff: {{en-noun}}
riff: {{en-verb}}
riff: {{en-noun}}
riff: {{en-noun}}
riff: {{en-verb}}
riff: {{en-noun}}
riffed: {{en-adj|-}}
riffing: {{en-noun}}
riffle: {{en-noun}}
riffle: {{en-verb}}
riffle: {{en-noun}}
riffle: {{en-noun}}
riffle: {{en-verb}}
riffle: {{en-noun}}
riffler: {{en-noun}}
riffling: {{en-noun|-}}
riffraff: {{en-noun|-|s}}
rifle: {{en-noun}}
rifle: {{en-verb}}
rifle: {{en-noun}}
rifle: {{en-verb}}
riflebird: {{en-noun}}
rifled: {{en-adj|-}}
rifled: {{en-adj|-}}
rifleman: {{en-noun|riflemen}}
rifler: {{en-noun}}
riflery: {{en-noun|-}}
rifling: {{en-noun}}
rifling: {{en-noun}}
rift: {{en-noun}}
rift: {{en-verb}}
rift: {{en-verb}}
riftless: {{en-adj|-}}
rig: {{en-noun}}
rig: {{en-verb}}
rig: {{en-noun}}
rig: {{en-noun}}
rig: {{en-verb}}
rig: {{en-noun}}
rig: {{en-noun}}
rig: {{en-verb}}
rig: {{en-noun}}
rig: {{en-noun}}
rig: {{en-verb}}
rig: {{en-noun}}
rigadoon: {{en-noun}}
rigamarole: {{en-noun|~}}
rigatoni: {{en-noun|-|s}}
rigaudon: {{en-noun}}
rigged: {{en-adj}}
rigged: {{en-adj}}
rigger: {{en-noun}}
rigger: {{en-noun}}
rigging: {{en-noun|~}}
rigging: {{en-noun|~}}
right: {{en-adj|[[righter]] or [[more]] [[right]]|sup=[[rightest]] or [[rightmost]]}}
right: {{en-adv|-}}
right: {{en-interj}}
right: {{en-noun}}
right: {{en-verb}}
right: {{en-adj|[[righter]] or [[more]] [[right]]|sup=[[rightest]] or [[rightmost]]}}
right: {{en-adv|-}}
right: {{en-interj}}
right: {{en-noun}}
right: {{en-verb}}
right: {{en-adj|[[righter]] or [[more]] [[right]]|sup=[[rightest]] or [[rightmost]]}}
right: {{en-adv|-}}
right: {{en-interj}}
right: {{en-noun}}
right: {{en-verb}}
right: {{en-adj|[[righter]] or [[more]] [[right]]|sup=[[rightest]] or [[rightmost]]}}
right: {{en-adv|-}}
right: {{en-interj}}
right: {{en-noun}}
right: {{en-verb}}
righteous: {{en-adj}}
righteous: {{en-verb}}
righteously: {{en-adv}}
righteousness: {{en-noun|~}}
righter: {{en-noun}}
righter: {{en-comparative of|right}}
rightest: {{en-superlative of|right}}
rightful: {{en-adj|?}}
rightfully: {{en-adv}}
rightfulness: {{en-noun|-}}
righting: {{en-noun}}
rightism: {{en-noun|~}}
rightist: {{en-noun}}
rightist: {{en-adj}}
rightist: {{en-noun}}
rightist: {{en-adj}}
rightly: {{en-adv|er|more}}
rightness: {{en-noun|-|+}}
righto: {{en-interj}}
rightward: {{en-adj}}
rightward: {{en-adv}}
rightward: {{en-adj}}
rightward: {{en-adv}}
righty: {{en-noun}}
righty: {{en-interj}}
rigid: {{en-adj|rigider|more}}
rigid: {{en-noun}}
rigidification: {{en-noun}}
rigidify: {{en-verb}}
rigidity: {{en-noun|~}}
rigidly: {{en-adv}}
rigidness: {{en-noun|-}}
rigmarole: {{en-noun|~}}
rigmarole: {{en-adj|?}}
rigor: {{en-noun|~}}
rigorism: {{en-noun|~}}
rigorist: {{en-noun}}
rigorist: {{en-adj|more rigorist|sup=most rigorist}}
rigoristic: {{en-adj}}
rigorous: {{en-adj}}
rigorously: {{en-adv}}
rigorousness: {{en-noun|-|+}}
rigour: {{en-noun|~}}
rijsttafel: {{en-noun}}
rikisha: {{en-noun}}
rikshaw: {{en-noun}}
rile: {{en-verb}}
rilievo: {{en-noun|s|rilievi}}
rill: {{en-noun}}
rill: {{en-verb}}
rille: {{en-noun}}
rillet: {{en-noun}}
rim: {{en-noun}}
rim: {{en-verb}}
rim: {{en-noun}}
rim: {{en-verb}}
rim: {{en-noun}}
rim: {{en-verb}}
rim: {{en-noun}}
rim: {{en-verb}}
rime: {{en-noun|~}}
rime: {{en-verb}}
rime: {{en-noun}}
rime: {{en-verb}}
rime: {{en-noun}}
rime: {{en-noun}}
rime: {{en-noun|~}}
rime: {{en-verb}}
rime: {{en-noun}}
rime: {{en-verb}}
rime: {{en-noun}}
rime: {{en-noun}}
rimed: {{en-adj|?}}
rimed: {{en-adj|?}}
rimer: {{en-noun}}
rimester: {{en-noun}}
rimfire: {{en-noun}}
rimier: {{en-comparative of|rimy}}
rimiest: {{en-superlative of|rimy}}
riminess: {{en-noun|-}}
riming: {{en-adj|-}}
riming: {{en-noun|-}}
riming: {{en-noun|-}}
riming: {{en-adj|-}}
riming: {{en-noun|-}}
riming: {{en-noun|-}}
rimland: {{en-noun}}
rimless: {{en-adj|-}}
rimmed: {{en-adj|-}}
rimmed: {{en-adj|-}}
rimmer: {{en-noun}}
rimming: {{en-noun|-}}
rimosely: {{en-adv}}
rimosity: {{en-noun|-|+}}
rimous: {{en-adj}}
rimple: {{en-noun}}
rimple: {{en-verb}}
rimpled: {{en-adj}}
rimrock: {{en-noun}}
rimrock: {{en-verb}}
rimy: {{en-adj|er}}
rin: {{en-verb|rins|rinning|ran|run}}
rin: {{en-noun|rin}}
rind: {{en-noun}}
rind: {{en-verb}}
rind: {{en-noun}}
rinded: {{en-adj|-}}
rinderpest: {{en-noun|-|s}}
ring: {{en-noun}}
ring: {{en-verb}}
ring: {{en-noun}}
ring: {{en-verb|rings|ringing|rang|past2=rung|past2_qual=nonstandard|rung}}
ring: {{en-noun}}
ring: {{en-noun}}
ring: {{en-noun}}
ring: {{en-verb}}
ring: {{en-noun}}
ring: {{en-verb|rings|ringing|rang|past2=rung|past2_qual=nonstandard|rung}}
ring: {{en-noun}}
ring: {{en-noun}}
ringbark: {{en-verb}}
ringbolt: {{en-noun}}
ringbone: {{en-noun|?}}
ringdove: {{en-noun}}
ringed: {{en-adj|-}}
ringed: {{en-adj|-}}
ringer: {{en-noun}}
ringer: {{en-noun}}
ringer: {{en-noun}}
ringer: {{en-noun}}
ringer: {{en-noun}}
ringer: {{en-noun}}
ringgit: {{en-noun|ringgit|s}}
ringhals: {{en-noun}}
ringing: {{en-noun|~}}
ringing: {{en-adj}}
ringing: {{en-noun|~}}
ringing: {{en-adj}}
ringing: {{en-noun|~}}
ringing: {{en-adj}}
ringingly: {{en-adv}}
ringleader: {{en-noun}}
ringlet: {{en-noun}}
ringlet: {{en-verb}}
ringlike: {{en-adj}}
ringmaster: {{en-noun}}
ringmaster: {{en-verb}}
ringneck: {{en-noun}}
rings: {{en-plural noun}}
rings: {{en-plural noun}}
ringside: {{en-adj|-}}
ringside: {{en-noun|~}}
ringstraked: {{en-adj}}
ringtail: {{en-noun|ringtail|s}}
ringtoss: {{en-noun|-|+}}
ringworm: {{en-noun|-|s}}
rink: {{en-noun}}
rink: {{en-noun}}
rinsable: {{en-adj|-}}
rinse: {{en-verb}}
rinse: {{en-noun}}
rinse: {{en-verb}}
rinse: {{en-noun}}
rinser: {{en-noun}}
rinsible: {{en-adj|-}}
rinsing: {{en-noun}}
rinsing: {{en-noun}}
rioja: {{en-noun}}
riot: {{en-noun|~}}
riot: {{en-verb}}
riot: {{en-noun|~}}
riot: {{en-verb}}
rioter: {{en-noun}}
rioting: {{en-noun}}
rioting: {{en-noun}}
riotously: {{en-adv}}
riotousness: {{en-noun|-|+}}
rip: {{en-noun}}
rip: {{en-verb}}
rip: {{en-noun}}
rip: {{en-noun}}
rip: {{en-noun}}
rip: {{en-noun}}
rip: {{en-verb}}
rip: {{en-noun}}
rip: {{en-noun}}
rip: {{en-noun}}
riparian: {{en-adj}}
riparian: {{en-noun}}
ripcord: {{en-noun}}
ripe: {{en-adj|er}}
ripe: {{en-noun}}
ripe: {{en-verb}}
ripe: {{en-noun}}
ripe: {{en-verb}}
ripe: {{en-adj|-}}
ripely: {{en-adv}}
ripen: {{en-verb}}
ripener: {{en-noun}}
ripeness: {{en-noun|~}}
ripening: {{en-noun|~}}
ripening: {{en-noun|~}}
riper: {{en-comparative of|ripe}}
ripest: {{en-superlative of|ripe}}
ripieno: {{en-noun|s|ripieni}}
ripoff: {{en-noun}}
ripost: {{en-noun}}
riposte: {{en-noun}}
riposte: {{en-verb}}
riposte: {{en-noun}}
riposte: {{en-verb}}
rippable: {{en-adj}}
ripped: {{en-adj}}
ripped: {{en-adj}}
ripper: {{en-noun}}
ripper: {{en-adj|-}}
ripper: {{en-noun}}
ripping: {{en-noun|~}}
ripping: {{en-noun|~}}
ripple: {{en-noun}}
ripple: {{en-verb}}
ripple: {{en-verb}}
ripple: {{en-noun}}
ripple: {{en-verb}}
ripple: {{en-noun}}
ripple: {{en-verb}}
ripple: {{en-verb}}
ripple: {{en-noun}}
ripple: {{en-verb}}
rippler: {{en-noun}}
ripplet: {{en-noun}}
rippliest: {{en-superlative of|ripply}}
rippling: {{en-adj|-}}
rippling: {{en-noun}}
rippling: {{en-adj|-}}
rippling: {{en-noun}}
ripply: {{en-adj}}
riprap: {{en-noun|~}}
riprap: {{en-verb|++}}
ripsaw: {{en-noun|~}}
ripsaw: {{en-verb}}
ripsnorter: {{en-noun}}
ripsnorting: {{en-adj}}
ripstop: {{en-noun}}
riptide: {{en-noun}}
rise: {{en-verb|rises|rising|rose|risen}}
rise: {{en-noun}}
rise: {{en-noun}}
rise: {{en-verb|rises|rising|rose|risen}}
rise: {{en-noun}}
rise: {{en-noun}}
riser: {{en-noun}}
rishi: {{en-noun}}
risibility: {{en-noun|-|+}}
risible: {{en-adj}}
risibles: {{en-plural noun}}
risibly: {{en-adv}}
rising: {{en-noun}}
rising: {{en-adj|-}}
rising: {{en-prep}}
rising: {{en-noun}}
rising: {{en-adj|-}}
rising: {{en-prep}}
rising: {{en-noun}}
rising: {{en-adj|-}}
rising: {{en-prep}}
risk: {{en-noun|~}}
risk: {{en-verb}}
risk: {{en-noun|~}}
risk: {{en-verb}}
risker: {{en-noun}}
riskier: {{en-comparative of|risky}}
riskiest: {{en-superlative of|risky}}
riskily: {{en-adv}}
riskiness: {{en-noun|-|+}}
risking: {{en-noun}}
risking: {{en-noun}}
riskless: {{en-adj}}
risky: {{en-adj|er}}
risotto: {{en-noun|~}}
risque: {{en-adj}}
risque: {{en-noun|~}}
risque: {{en-verb}}
rissole: {{en-noun}}
rissole: {{en-verb}}
ritardando: {{en-adv|-}}
ritardando: {{en-adj|-}}
ritardando: {{en-noun|s|ritardandi}}
rite: {{en-noun}}
rite: {{en-adj|-}}
rite: {{en-adv|-}}
rite: {{en-interj}}
rite: {{en-noun}}
ritornello: {{en-noun|s|ritornelli}}
ritter: {{en-noun}}
ritual: {{en-adj}}
ritual: {{en-noun|~}}
ritual: {{en-adj}}
ritual: {{en-noun|~}}
ritualism: {{en-noun|~}}
ritualist: {{en-noun}}
ritualistic: {{en-adj}}
ritualistically: {{en-adv}}
ritualization: {{en-noun}}
ritualize: {{en-verb}}
ritualized: {{en-adj}}
ritualizing: {{en-noun}}
ritually: {{en-adv}}
ritz: {{en-noun|-}}
ritz: {{en-verb}}
ritzier: {{en-comparative of|ritzy}}
ritziest: {{en-superlative of|ritzy}}
ritzily: {{en-adv}}
ritziness: {{en-noun|-}}
ritzy: {{en-adj|er}}
rivage: {{en-noun}}
rival: {{en-noun}}
rival: {{en-adj|-}}
rival: {{en-verb|++|pres_ptc2=rivaling|past2=rivaled}}
rival: {{en-noun}}
rival: {{en-adj|-}}
rival: {{en-verb|++|pres_ptc2=rivaling|past2=rivaled}}
rival: {{en-noun}}
rival: {{en-adj|-}}
rival: {{en-verb|++|pres_ptc2=rivaling|past2=rivaled}}
rivalrous: {{en-adj}}
rivalry: {{en-noun|~}}
rive: {{en-verb|past2=rove|past_ptc2=riven|past3=rave}}
rive: {{en-noun}}
rive: {{en-noun}}
riven: {{en-adj|-}}
river: {{en-noun}}
river: {{en-verb}}
river: {{en-noun}}
riverbank: {{en-noun}}
riverbed: {{en-noun}}
riverboat: {{en-noun}}
riverfront: {{en-noun}}
riverine: {{en-adj}}
riverside: {{en-noun}}
riverside: {{en-adj|-}}
riverward: {{en-adj|-}}
riverward: {{en-adv|-}}
riverwards: {{en-adv|-}}
rivet: {{en-noun}}
rivet: {{en-verb|pres_ptc2=rivetting|past2=rivetted}}
rivet: {{en-noun}}
rivet: {{en-verb|pres_ptc2=rivetting|past2=rivetted}}
riveter: {{en-noun}}
riveting: {{en-adj}}
riveting: {{en-noun}}
riveting: {{en-adj}}
riveting: {{en-noun}}
rivetingly: {{en-adv}}
riviera: {{en-noun}}
riviere: {{en-noun}}
riving: {{en-noun}}
rivulet: {{en-noun}}
rivulose: {{en-adj}}
riyal: {{en-noun}}
rly: {{en-adverb|-}}
rly: {{en-interj}}
rly: {{en-noun|rlys}}
roach: {{en-noun|roach}}
roach: {{en-noun}}
roach: {{en-noun}}
roach: {{en-noun}}
roach: {{en-noun}}
roach: {{en-verb}}
roached: {{en-adj|-}}
road: {{en-noun}}
road: {{en-adj|-}}
road: {{en-noun}}
road: {{en-adj|-}}
roadability: {{en-noun|-}}
roadbed: {{en-noun}}
roadblock: {{en-noun}}
roadblock: {{en-verb}}
roadeo: {{en-noun}}
roadholding: {{en-noun|-}}
roadhouse: {{en-noun}}
roadie: {{en-noun}}
roadkill: {{en-noun|-|s}}
roadless: {{en-adj|-}}
roadman: {{en-noun|roadmen}}
roadmender: {{en-noun}}
roadrunner: {{en-noun}}
roads: {{en-plural noun}}
roadshow: {{en-noun}}
roadshow: {{en-verb||||roadshown}}
roadside: {{en-adj|-}}
roadside: {{en-noun}}
roadstead: {{en-noun}}
roadster: {{en-noun}}
roadway: {{en-noun}}
roadwork: {{en-noun|~}}
roadworthiness: {{en-noun|-}}
roadworthy: {{en-adj}}
roam: {{en-verb}}
roamer: {{en-noun}}
roaming: {{en-noun|~}}
roan: {{en-adj|-}}
roan: {{en-noun}}
roan: {{en-noun}}
roan: {{en-adj|-}}
roan: {{en-noun}}
roan: {{en-noun}}
roar: {{en-verb}}
roar: {{en-noun}}
roar: {{en-verb}}
roar: {{en-noun}}
roarer: {{en-noun}}
roaring: {{en-noun|~}}
roaring: {{en-noun|~}}
roaring: {{en-noun|~}}
roaring: {{en-noun|~}}
roaringly: {{en-adv}}
roast: {{en-verb}}
roast: {{en-noun}}
roast: {{en-adj|-}}
roast: {{en-verb}}
roast: {{en-noun}}
roast: {{en-adj|-}}
roast: {{en-verb}}
roast: {{en-noun}}
roast: {{en-adj|-}}
roasted: {{en-adj}}
roasted: {{en-adj}}
roaster: {{en-noun}}
roaster: {{en-noun}}
roasting: {{en-adj}}
roasting: {{en-noun}}
roasting: {{en-adj}}
roasting: {{en-noun}}
rob: {{en-verb}}
rob: {{en-noun|-}}
robalo: {{en-noun}}
roband: {{en-noun}}
robber: {{en-noun}}
robbery: {{en-noun|~}}
robbin: {{en-noun}}
robbing: {{en-noun|~}}
robe: {{en-noun}}
robe: {{en-verb}}
robe: {{en-noun}}
robe: {{en-verb}}
robed: {{en-adj}}
robed: {{en-adj}}
robin: {{en-noun}}
robing: {{en-noun|~}}
roble: {{en-noun}}
roborant: {{en-adj}}
roborant: {{en-noun}}
robot: {{en-noun|-}}
robot: {{en-noun}}
robot: {{en-noun}}
robotic: {{en-adj}}
robotically: {{en-adv}}
robotics: {{en-noun|-}}
robotism: {{en-noun|-}}
robotization: {{en-noun|~}}
robotize: {{en-verb}}
robotized: {{en-adj}}
robotry: {{en-noun|-}}
robust: {{en-adj|er|more}}
robusta: {{en-noun|-|s}}
robuster: {{en-comparative of|robust}}
robustest: {{en-superlative of|robust}}
robustious: {{en-adj}}
robustiously: {{en-adv}}
robustiousness: {{en-noun|-}}
robustly: {{en-adv}}
robustness: {{en-noun|~}}
roc: {{en-noun}}
roc: {{en-noun|?}}
rocaille: {{en-noun|~}}
rochet: {{en-noun}}
rochet: {{en-noun}}
rock: {{en-noun|~}}
rock: {{en-verb}}
rock: {{en-noun}}
rock: {{en-noun|-}}
rock: {{en-verb}}
rock: {{en-noun|~}}
rock: {{en-noun}}
rock: {{en-noun|~}}
rock: {{en-verb}}
rock: {{en-noun}}
rock: {{en-noun|-}}
rock: {{en-verb}}
rock: {{en-noun|~}}
rock: {{en-noun}}
rockabilly: {{en-noun|~|+|rockabillys}}
rockabye: {{en-verb|pres_ptc2=rockabying}}
rockabye: {{en-noun}}
rockaway: {{en-noun}}
rockbound: {{en-adj}}
rocker: {{en-noun}}
rockery: {{en-noun}}
rocket: {{en-noun}}
rocket: {{en-verb}}
rocket: {{en-noun|-}}
rocket: {{en-noun}}
rocket: {{en-verb}}
rocket: {{en-noun|-}}
rocketeer: {{en-noun}}
rocketer: {{en-noun}}
rocketry: {{en-noun|-|+}}
rockfall: {{en-noun}}
rockfish: {{en-noun|~|rockfish|+}}
rockhopper: {{en-noun}}
rockhounding: {{en-noun|-}}
rockier: {{en-comparative of|rocky}}
rockiest: {{en-superlative of|rocky}}
rockiness: {{en-noun|-|+}}
rocking: {{en-adj}}
rocking: {{en-noun|~}}
rockless: {{en-adj|-}}
rocklike: {{en-adj}}
rockling: {{en-noun}}
rockoon: {{en-noun}}
rockrose: {{en-noun}}
rocks: {{en-plural noun}}
rocks: {{en-plural noun}}
rockweed: {{en-noun|~}}
rockwork: {{en-noun|~}}
rocky: {{en-adj|er|more}}
rocky: {{en-adj|er|more}}
rocky: {{en-adj|er|more}}
rococo: {{en-noun|~}}
rococo: {{en-adj}}
rococo: {{en-noun|~}}
rococo: {{en-adj}}
rod: {{en-noun}}
rod: {{en-verb}}
rodded: {{en-adj|-}}
rodding: {{en-noun|~}}
rode: {{en-verb|rodes|roding|roded|roded}}
rode: {{en-noun}}
rode: {{en-noun}}
rodent: {{en-noun}}
rodent: {{en-adj|-}}
rodenticide: {{en-noun}}
rodeo: {{en-noun}}
rodeo: {{en-verb}}
rodless: {{en-adj|-}}
rodlike: {{en-adj}}
rodman: {{en-noun|rodmen}}
rodomontade: {{en-noun|~}}
rodomontade: {{en-adj}}
rodomontade: {{en-verb}}
rodsman: {{en-noun|rodsmen}}
roe: {{en-noun|~}}
roe: {{en-noun|roe|s}}
roebuck: {{en-noun}}
roentgen: {{en-noun}}
roentgenogram: {{en-noun}}
roentgenographic: {{en-adj|-}}
roentgenographically: {{en-adv|-}}
roentgenography: {{en-noun|-}}
roentgenologic: {{en-adj|-}}
roentgenological: {{en-adj|-}}
roentgenologically: {{en-adv|-}}
roentgenologist: {{en-noun}}
roentgenology: {{en-noun|-}}
rogation: {{en-noun|~}}
rogatory: {{en-adj}}
roger: {{en-interj}}
roger: {{en-verb}}
roger: {{en-verb}}
roger: {{en-noun}}
rogue: {{en-noun}}
rogue: {{en-adj}}
rogue: {{en-verb|pres_ptc2=rogueing}}
roguery: {{en-noun|~}}
roguish: {{en-adj}}
roguishly: {{en-adv}}
roguishness: {{en-noun|-|+}}
roil: {{en-verb}}
roilier: {{en-comparative of|roily}}
roiliest: {{en-superlative of|roily}}
roiling: {{en-noun}}
roiling: {{en-noun}}
roily: {{en-adj|er}}
roister: {{en-verb}}
roister: {{en-noun}}
roisterer: {{en-noun}}
roistering: {{en-noun}}
roisterous: {{en-adj}}
roisterously: {{en-adv}}
rolamite: {{en-noun}}
role: {{en-noun}}
role: {{en-noun}}
rolf: {{en-verb}}
roll: {{en-verb}}
roll: {{en-noun}}
roll: {{en-noun}}
roll: {{en-verb}}
roll: {{en-noun}}
roll: {{en-noun}}
rollaway: {{en-adj|-}}
rollback: {{en-noun|~}}
rollback: {{en-verb}}
roller: {{en-noun}}
roller: {{en-verb}}
rollick: {{en-verb}}
rollicking: {{en-noun}}
rollicking: {{en-adj}}
rollicking: {{en-noun}}
rollicking: {{en-adj}}
rollicky: {{en-adj}}
rollicky: {{en-adj}}
rollicky: {{en-adj}}
rolling: {{en-adj}}
rolling: {{en-noun}}
rolling: {{en-adj}}
rolling: {{en-noun}}
rolling: {{en-adj}}
rolling: {{en-noun}}
rollmop: {{en-noun}}
rollout: {{en-noun}}
rollover: {{en-noun|~}}
rollway: {{en-noun}}
rom: {{en-adj|-}}
romaine: {{en-noun|~}}
roman: {{en-adj|-}}
roman: {{en-noun|-}}
roman: {{en-adj|-}}
roman: {{en-noun|-}}
romance: {{en-noun|~}}
romance: {{en-verb}}
romance: {{en-noun|~}}
romance: {{en-verb}}
romance: {{en-noun|~}}
romance: {{en-verb}}
romancer: {{en-noun}}
romancer: {{en-noun}}
romancing: {{en-noun}}
romanise: {{en-verb}}
romanization: {{en-noun|~}}
romanize: {{en-verb}}
romano: {{en-noun|~}}
romantic: {{en-adj}}
romantic: {{en-noun}}
romantic: {{en-adj}}
romantic: {{en-noun}}
romantically: {{en-adv}}
romanticise: {{en-verb}}
romanticised: {{en-adj}}
romanticising: {{en-noun}}
romanticism: {{en-noun|~}}
romanticist: {{en-noun}}
romanticist: {{en-noun}}
romanticization: {{en-noun|~}}
romanticize: {{en-verb}}
romanticized: {{en-adj}}
romanticizing: {{en-noun}}
romaunt: {{en-noun}}
romeo: {{en-noun|?}}
romp: {{en-verb}}
romp: {{en-noun}}
romp: {{en-verb}}
romp: {{en-noun}}
romper: {{en-noun}}
romper: {{en-noun}}
romper: {{en-verb}}
rompers: {{en-plural noun}}
romping: {{en-noun}}
rompish: {{en-adj}}
rondeau: {{en-noun|rondeaux|s}}
rondel: {{en-noun}}
rondelet: {{en-noun}}
rondelle: {{en-noun}}
rondo: {{en-noun|~}}
rondure: {{en-noun|~}}
ronion: {{en-noun}}
ronyon: {{en-noun}}
rood: {{en-noun}}
roof: {{en-noun|s|rooves}}
roof: {{en-verb}}
roof: {{en-noun|s|rooves}}
roof: {{en-verb}}
roofed: {{en-adj|-}}
roofed: {{en-adj|-}}
roofer: {{en-noun}}
roofing: {{en-noun|~}}
roofing: {{en-noun|~}}
roofless: {{en-adj|-}}
rooflike: {{en-adj}}
roofline: {{en-noun}}
rooftop: {{en-noun}}
rooftree: {{en-noun}}
rook: {{en-noun|~}}
rook: {{en-verb}}
rook: {{en-noun}}
rook: {{en-noun}}
rook: {{en-noun|-}}
rook: {{en-verb}}
rook: {{en-verb}}
rook: {{en-noun|~}}
rook: {{en-verb}}
rook: {{en-noun}}
rook: {{en-noun}}
rook: {{en-noun|-}}
rook: {{en-verb}}
rook: {{en-verb}}
rookery: {{en-noun}}
rookie: {{en-noun}}
rookie: {{en-adj|rookier}}
rookier: {{en-comparative of|rookie}}
rookiest: {{en-superlative of|rookie}}
rooking: {{en-noun}}
rooky: {{en-adj|-}}
room: {{en-noun|~}}
room: {{en-verb}}
room: {{en-adj}}
room: {{en-adv}}
room: {{en-noun|-}}
room: {{en-noun|~}}
room: {{en-verb}}
room: {{en-adj}}
room: {{en-adv}}
room: {{en-noun|-}}
roomer: {{en-noun}}
roomer: {{en-adv|-}}
roomette: {{en-noun}}
roomful: {{en-noun|s|roomsful}}
roomful: {{en-adj}}
roomie: {{en-noun}}
roomier: {{en-comparative of|roomy}}
roomiest: {{en-superlative of|roomy}}
roomily: {{en-adv}}
roominess: {{en-noun|-}}
roommate: {{en-noun}}
roomy: {{en-adj|er}}
roomy: {{en-noun}}
roorbach: {{en-noun|s}}
roorback: {{en-noun}}
roose: {{en-verb}}
roost: {{en-noun}}
roost: {{en-verb}}
roost: {{en-noun}}
roost: {{en-verb}}
roost: {{en-noun}}
